一个	yige
从明天开始	cmts
凯恩斯主义	kvsyi
天王盖地虎	twgh
上阵父子兵	szfb
内分泌失调	nfmti
强迫症发作	qpzz
眼睁睁看着	yzzzii
虐我千百遍	nwqbi
搜狗输入法	sgsfe
搜狗浏览器	sglqe
人往高处走	rwgz
能源密集型	nymx
民主共和国	mzgga
渭北春天树	wbcs
天王山之战	twsze
不分大小写	bfdxe
烂在肚子里	lzdlo
金榜题名时	jbts
天狗吃月亮	tgcl
从总体上说	cztsu
不可避免地	bkbde
铁棒磨成针	tbmz
学好数理化	xhsho
不成字字根	bczge
下则为河岳	xzwy
笔吧评测室	bbps
九矿打一矿	jkdk
恶虎不食子	vhbz
悔青了肠子	hqlz
九曲十八弯	jqsw
一岁一枯荣	ysyre
笑成一朵花	xcyh
早干嘛去了	zgml
早死早超生	zszsi
迟早要还的	czyda
罗伯斯比尔	lbsviu
千里共婵娟	qlgju
巨人的肩膀	jrdb
千里不留行	qlbx
免得百拳来	mdbl
您的意思是	ndysuui
一定范围内	ydfn
黄果树瀑布	hgsb
一定程度的	ydcde
克里斯朵夫	klsfei
一定程度地	ydcdeo
一定程度上	ydcse
一定条件下	ydtxe
情不知所起	qbzq
一定意义上	ydyseoo
情为民所系	qwmx
黄焖鸡米饭	hmjf
巭孬嫑夯昆	bnbkee
实在没办法	szmfo
早霞不出门	zxbm
克尔凯郭尔	kvkv
肯定没问题	kdmt
克劳塞维茨	klsce
防噪音耳塞	fzys
千年等一回	qndh
肯定有问题	kdyt
竟然不是词	jrbc
惊掉了下巴	jdlb
地有多大产	dydce
一孕傻三年	yysn
防患于未燃	fhyrai
乌龟王八蛋	wgwd
疯狂打电话	fkdh
乌鸡白凤丸	wjbwu
光线感应器	gxgq
一套一套的	ytyde
差不了多少	cbls
一天比一天	ytbte
一天又一天	ytyteee
防沉迷系统	fcmt
想不起来了	xbqle
网络适配器	wlsqi
一天两天的	ytldee
光标控制键	gbkj
合并单元格	hbdg
之间的关系	zjdxo
光影魔术手	gymsi
网易公开课	wygk
股骨头坏死	ggts
防范于未然	ffyra
防范于未燃	ffyrae
先问是不是	xwss
嘴皮子功夫	zpzf
想做个好人	xzgr
网易云音乐	wyyyii
先进生产力	xjsl
时代最强音	sdzyi
时刻准备着	skzzi
黑人问号脸	hrwl
想想就激动	xxjd
被迫妄想症	bpwz
时灵时不灵	slsli
久旱逢甘露	jhflu
时间不早了	sjbli
时间不等人	sjbr
一回又一回	yhyhei
宫商角徵羽	gsjyo
举贤不避亲	jxbq
疑义相与析	yyxxu
一命抵一命	ymdme
网上营业厅	wsyt
地富反坏右	dffyeo
十步杀一人	sbsre
时间和精力	sjhli
想都不敢想	xdbxee
论心不论迹	lxbjo
已经是一个	yjsgaa
举杯邀明月	jbyyo
想都不用想	xdbxeei
时间复杂度	sjfd
一叶一菩提	yyyt
缺胳膊少腿	qgbt
充话费送的	chfd
举头望明月	jtwy
想都不要想	xdbxeei
十年磨一剑	snmje
举几个例子	jjgzou
举亲不避嫌	jqbx
十年如一日	snrr
退一万步讲	tywja
退一万步说	tyws
立克次氏体	lkct
举一个例子	jygzoe
蓝牙适配器	lysqe
十年不开张	snbze
各花入各眼	ghry
一卡一卡的	ykyde
旷世大高手	ksdsi
论迹不论心	ljbxo
一动也不动	ydydee
一动不敢动	ydbdeee
一力降十会	yljhe
家乐福超市	jlfso
主要表现在	zybzoe
一切的一切	yqdq
走错片场了	zcpl
一切向钱看	yqxk
一切向前看	yqxke
各种各样的	gzgdu
主要是因为	zyswoe
主要是什么	zysmoe
黑龙江卫视	hljsi
家书抵万金	jsdjo
立体声环绕	ltsr
各有各的好	gygh
市场增长率	sczlo
设备管理器	sbgqo
大力出奇迹	dlcj
明天就做窝	mtjw
儿大不由娘	vdbn
明日何其多	mrhd
明日复明日	mrfr
明智的选择	mzdzi
喵了个咪的	mlgdi
十八般兵器	sbbq
明月几时有	myjyi
明月照大江	myzji
一俊遮百丑	yjzceui
赶了个晚集	glgje
各式各样的	gsgd
明白了什么	mblmi
喝酒不开车	hjbci
一件又一件	yjyjeui
帅不过三秒	sbgm
送佛送到西	sfsx
赶早不赶晚	gzbw
傻傻分不清	ssfqu
一代又一代	ydydeui
意味着什么	ywzmo
留图不留种	ltbz
留下买路财	lxmc
为难我胖虎	wnwh
意外伤害险	ywsxo
为生民立命	wsmm
春哥纯爷们	cgcm
起了个大早	qlgze
喝了一口水	hlysia
意大利罗马	ydlm
一二三四五	yvsw
意念输入法	ynsf
傅立叶级数	flysuoe
医者父母心	yzfxe
意思就是说	ysjsoi
寂寞空虚冷	jmklo
地下工作者	dxgze
阿尔弗雷德	vvfd
为天地立心	wtdxo
春眠不觉晓	cmbxe
阿拉巴马州	vlbza
春种一粒粟	czyseu
希波克拉底	xbkdu
一个都没有	ygdye
装完逼就跑	zwbp
区别大着呢	qbdne
一个比一个	ygbge
健胃消食片	jwxp
大润发超市	drfs
密集恐惧症	mjkzo
富不过三代	fbgd
区位输入法	qwsfe
为什么没有	wsmyoui
一个星期后	ygxhe
带沟里去了	dglleo
匹配滤波器	pplq
是一个问题	sygt
一个或多个	yghg
为什么可以	wsmyoui
是一种享受	syzsi
为什么不能	wsmnou
为什么不是	wsmsou
大家来找茬	djlc
窄带滤波器	zdlq
一个多星期	ygdq
一个多小时	ygdseu
一个多世纪	ygdj
北风那个吹	bfnc
一个又一个	ygyge
一个半小时	ygbse
是个人都会	sgrh
是什么东西	ssmx
吃饱了撑着	cblzi
是什么关系	ssmxi
起舞弄清影	qwny
是什么情况	ssmki
是什么意思	ssmsi
是什么感觉	ssmji
一个也没有	ygyyeu
是什么时间	ssmjiu
是什么来着	ssmzi
做错了什么	zclmu
是什么样子	ssmziu
一丨丿丶乙	yspy
是什么样的	ssmd
窃格瓦拉	qgwlo
是什么玩意	ssmyiu
是什么问题	ssmt
做梦都笑醒	zmdxue
带通滤波器	dtlq
附属幼儿园	fsyya
帮亲不帮理	bqbl
突然想起来	trxl
逆境出强人	njcro
是又怎么样	syzyia
帮人帮到底	brbd
突然好想你	trhn
帮理不帮亲	blbqe
做好了准备	zhlb
是因为什么	sywmi
杠铃般的笑声	glbseu
不费一兵一卒	bfyze
另有一番滋味	lyyw
狗肉不上宴席	grbxu
那是一个问题	nsyt
那是不可能的	nsbda
哪凉快哪呆着	nlkz
来自星星的你	lzxn
说不清道不明	sbqm
青一块紫一块	qykk
说个不好听的	sgbdo
茶不思饭不想	cbsx
另外一个问题	lwyti
经济管理学院	jjgya
经济社会发展	jjsza
手快有手慢无	skyw
极端个人主义	jdgy
说出你的故事	scns
构建和谐社会	gjhh
经济合作组织	jjhza
经济发展水平	jjfp
不要放弃治疗	byfl
经济发展方式	jjfsa
说句不好听的	sjbdo
不要在意细节	byzje
福兮祸之所伏	fxhf
说多了都是泪	sdllo
但求无愧于心	dqwxu
要什么有什么	ysmme
要什么自行车	ysmce
哥只是个传说	gzsse
青轴机械键盘	qzjpe
小桥流水人家	xqlji
打不过就加入	dbgr
查拉图斯特拉	cltl
脸不红心不跳	lbht
不能承受之重	bncz
不能承受之轻	bncq
刚开始的时候	gksh
树挪死人挪活	snsh
静电电容键盘	jddp
则赞美无意义	zzmyi
物质文明建设	wzwsu
建设社会主义	jssya
物质文化遗产	wzwc
物质文化生活	wzwhu
物质决定意识	wzjsu
说曹操曹操到	sccdoe
根据个人情况	gjgk
根据自身情况	gjzk
不给糖就捣蛋	bgtd
不给糖就捣乱	bgtl
根本停不下来	gbtl
非公有制经济	fgyjiu
非典型性肺炎	fdxyi
要多少有多少	ydss
划时代的意义	hsdye
传道授业解惑	cdshu
开历史的倒车	klscee
非常任理事国	fcrg
开国十大元帅	kgsse
不管白猫黑猫	bgbm
打了个翻身仗	dlgz
祸兮福之所倚	hxfyo
说翻脸就翻脸	sfllo
圆满完成任务	ymwwi
航空航天大学	hkhxu
植物大战僵尸	zwds
异曲同工之处	yqtc
樯橹灰飞烟灭	qlhm
欠了一屁股债	qlyz
古人诚不欺我	grcw
古人诚不我欺	grcq
不知道怎么样	bzdyeu
不知道怎么办	bzdb
不知道为什么	bzdme
不知说什么好	bzshe
面不红心不跳	mbht
神马都是浮云	smdyoa
不知怎么回事	bzzse
不知当不当讲	bzdj
不知如何是好	bzrhe
小米移动电源	xmyyi
不知天上宫阙	bztq
欲知后事如何	yzhhu
分号逗号选重	fhdzu
弱弱地问一下	rrdx
弱弱地问一句	rrdja
打是亲骂是爱	dsqv
不知什么时候	bzsheu
打是疼骂是爱	dstv
熟悉的陌生人	sxdr
图案图章工具	tvtj
刀子嘴豆腐心	dzzx
哀民生之多艰	vmsj
哀之而不鉴之	vzvz
此地不宜久留	cdbli
弱弱的问一下	rrdxa
休斯顿火箭队	xsddu
见一次打一次	jycc
此处应有掌声	ccysi
出门左转不送	cmzs
弱弱的问一句	rrdjaa
革命尚未成功	gmsg
图形设置模式	txssie
轻伤不下火线	qsbxe
武装夺取政权	wzdq
执手相看泪眼	zsxyeu
老胳膊老腿的	lgbde
神一般的存在	sybzo
变坏事为好事	bhsso
图书馆管理员	tsgyi
不是闹着玩的	bsndei
不是那么容易	bsnye
不是这个意思	bszsei
不是说着玩的	bssde
不是省油的灯	bssdei
出头椽子先烂	ctcl
不是很懂你们	bshm
受迫害妄想症	sphz
每一分每一秒	myfmue
热脸贴冷屁股	rltg
不是什么好鸟	bssn
不是什么好事	bssseia
每日三省吾身	mrss
社会运行机制	shyzo
脱了裤子放屁	tlkp
强扭的瓜不甜	qndt
国际领先水平	gjlpi
强撸灰飞烟灭	qlhma
社会化大生产	shhcou
社会保障体系	shbxo
社会主义阵营	shzyou
社会主义道路	shzlo
以自我为中心	yzwxa
出了一口恶气	clyqa
出乎意料的是	chysa
以法律为准绳	yflsa
以泄心头之恨	yxxh
不插电演唱会	bcdhe
毫不客气地说	hbks
不按常理出牌	bvcp
不按套路出牌	bvtp
毫无悔改之心	hwhxo
毫无意外的是	hwyso
以成败论英雄	ycbxae
毫无愧疚之心	hwkx
毫无羞耻之心	hwxxo
强直性脊柱炎	qzxya
民主主义革命	mzzm
烂泥扶不上墙	lnfq
归来仍是少年	glrn
不成文的规矩	bcwj
不成文的规定	bcwdee
民主社会主义	mzsy
大亚湾核电站	dywze
不愁吃不愁穿	bccceu
民族资本主义	mzzyaoe
气不打一处来	qbdl
若批评不自由	rppy
以事实为根据	yssja
以事实为依据	yssjae
永世不得翻身	ysbso
以万物为刍狗	ywwga
输了下海干活	slxhe
永远热泪盈眶	yyrk
里三层外三层	lscci
顾不了那么多	gbld
输入法生成器	srfq
令人难以置信	lrnx
令人遗憾的是	lrysuu
顾左右而言它	gzytee
令人费解的是	lrfs
求大同存小异	qdty
字词句段篇章	zcjzo
令人唏嘘不已	lrxy
几十年如一日	jsnr
江山如此多娇	jsrjoi
存在决定意识	czjs
扼杀在摇篮中	vszz
扼杀在摇篮里	vszle
大庭广众之下	dtgx
不幸中的万幸	bxzxee
汪汪队立大功	wwdgo
大字不识一个	dzbge
和平发展道路	hpfl
重复发明轮子	cffz
把油门当刹车	bymc
沉默的大多数	cmdso
碰了一鼻子灰	plyh
没什么大不了	msml
没什么好说的	msmd
报了一箭之仇	blyc
女士们先生们	nsmm
女大三抱金砖	ndsza
没半毛钱关系	mbmx
濯青涟而不妖	zqly
濯清涟而不妖	zqlyo
不如断其一指	brdze
不如授人以渔	brsy
没文化真可怕	mwhp
没有什么东西	mysxoe
没有什么区别	mysb
没有什么卵用	mysyoe
没有什么影响	mysxoeu
英雄不问出处	yxbce
没有什么问题	mysto
大礼不辞小让	dlbre
脑袋被驴踢了	ndblu
发思古之幽情	fsgq
拉普拉斯变换	lplh
拉赫玛尼诺夫	lhmf
重要组成部分	zyzfu
形似而神不似	xsvse
从这种意义上	czzsuo
达则兼济天下	dzjxe
从这个角度看	czgku
从这个意义上	czgs
发展规划纲要	fzgy
没看见贼挨打	mkjd
行拂乱其所为	xflw
从根本上来说	cgbsue
从某种程度上	cmzsu
从某种意义上	cmzsue
女追男隔层纱	nzns
河北农业大学	hbnx
发展是硬道理	fzsla
从本质上来说	cbzsu
从本质上来讲	cbzju
拍拍屁股就走	pppz
满满的都是爱	mmdvo
大多数情况下	ddsx
拍拍屁股走人	pppr
发展体育运动	fztd
呼吸都是错的	hxdd
量变引起质变	lbybi
拒人千里之外	jrqw
泄我心头之恨	xwxh
从入门到精通	crmt
从入门到放弃	crmq
从什么时候起	csmq
从中央到地方	czyf
过了一段时间	glyje
彼可取而代也	bkqy
择日不如撞日	zrbr
不可放过一个	bkfgee
从一定程度上	cydsu
往事不堪回首	wsbsue
往事不必再提	wsbtu
往事不要再提	wsbtue
往伤口上撒盐	wskyu
冥冥之中自有	mmzyoo
脑子让驴踢了	nzrl
拿鸡毛当令箭	njmju
持续健康快速	cxjse
落后就要挨打	lhjde
风里来雨里去	fllq
持续快速增长	cxkz
红轴机械键盘	hzjpae
注定孤独一生	zdgso
注意力不集中	zylzo
泰勒中值定理	tlzle
视功名如粪土	sgmt
不厚道的笑了	bhdle
不厚道地笑了	bhdlee
按在地上摩擦	vzdc
什么都没看见	smdju
反法西斯战争	ffxz
脑子被驴踢了	nzbl
老死不相来往	lsbw
好人一生平安	hryv
什么都不知道	smddu
农村包围城市	ncbs
金钟罩铁布衫	jzzsu
不出我之所料	bcwle
待你长发及腰	dncyu
待我长发及腰	dwcy
多么痛的领悟	dmtw
很久很久之前	hjhqu
很久很久之后	hjhh
什么仇什么怨	smcy
什么也不知道	smyduua
不信谣不传谣	bxyye
很久很久以前	hjhquu
知道得太多了	zddl
国民经济发展	gmjz
很久很久以后	hjhhu
海马体照相馆	hmtg
知识改变命运	zsgyu
钓鱼台国宾馆	dytg
很厉害的样子	hlhzu
很吓人的技术	hxrsui
人贱自有天收	rjzsu
深一脚浅一脚	syjjo
人至察则无徒	rzct
食其肉寝其皮	sqrp
知来者之可追	zlzzu
不仅仅是因为	bjjwe
深入贯彻落实	srgs
混合动力汽车	hhdco
食而不知其味	svbwu
人生若只初见	rsrj
觉今是而昨非	jjsfo
人生已多风雨	rsyy
谦虚使人进步	qxsb
钱乃身外之物	qnsw
人民当家做主	rmdzua
人民当家作主	rmdzuae
人死不能复生	rsbsue
双拳难敌四手	sqns
脑子一片空白	nzybu
睦邻友好关系	mlyx
控制不住自己	kzbj
人是铁饭是钢	rstg
双卡双待双通	skst
双卡双待单通	sksta
很重要的原因	hzyyu
睁着眼说瞎话	zzyhi
人挪活树挪死	rnhs
很重要的因素	hzysu
下周同一时间	xztj
内心毫无波澜	nxhl
内心毫无波动	nxhd
吾日三省吾身	wrsse
就不一一赘述	jbyso
人家超想哭的	rjcd
眼看他起高楼	yktl
眼看他楼塌了	yktli
眼看他宴宾客	yktki
外行领导内行	whlhu
得了便宜卖乖	dlpg
好吃不过饺子	hcbz
上有老下有小	sylx
人和人之间的	rhrduue
还不是因为你	hbsn
又恐琼楼玉宇	ykqy
吸烟有害健康	xyyk
葡萄牙里斯本	ptyb
又当爹又当妈	yddma
人力资源管理	rlzl
人力物力财力	rlwlu
人力有时而穷	rlyq
又好气又好笑	yhqx
又可以是一种	ykyzae
人人生而平等	rrsd
眼中钉肉中刺	yzdcii
微信公众平台	wxgt
摔了个狗吃屎	slgse
摔了个狗啃泥	slgn
人之初性本善	rzcsu
摸着良心说话	mzlh
人不知而不愠	rbzyu
德沃夏克键盘	dwxp
撒哈拉大沙漠	shlmei
解释就是掩饰	jsjsu
好奇心害死猫	hqxm
马克思恩格斯	mkss
还有什么问题	hyst
去年买了个表	qnmbe
就会成为真理	jhclo
心理承受能力	xlclo
心理阴影面积	xlyjo
银铃般的笑声	ylbsu
好好准备一下	hhzxaa
自由贸易协定	zymdu
马背上的民族	mbsz
看我眼色行事	kwysu
必先苦其心志	bxkz
就在这个时候	jzzho
老司机带带我	lsjw
产业结构调整	cyjz
必要组成部分	byzfo
三步并作两步	sbbb
改革发展稳定	ggfda
马雅可夫斯基	mykja
就是这个意思	jszs
虚拟现实技术	xnxsie
看似稳如老狗	kswg
莫名戳中笑点	mmcd
就是这个样子	jszzoia
大脑一片空白	dnyb
翻过来倒过去	fglqu
三年自然灾害	snzh
宁可错杀一千	nkcq
三年困难时期	snkq
言必信行必果	ybxg
好好收拾一下	hhsx
看似惊险无比	ksjb
外来务工人员	wlwyu
言必行行必果	ybhg
看似凶险无比	ksxbu
看不见摸不着	kbjz
看一次笑一次	kycc
责任有限公司	zryseu
厚颜无耻之人	hywr
亡我之心不死	wwzso
政府管理部门	zfgm
政府职能部门	zfzme
政治协商制度	zzxd
贤臣择主而事	xczs
这个锅我不背	zggb
这个锅我背了	zgglo
好心当驴肝肺	hxdf
厉害了我的哥	lhlg
相见争如不见	xjzje
就问你服不服	jwnf
万般无奈之下	wbwx
历史的长河中	lsdzei
历史的耻辱柱	lsdzeia
君子不欺暗室	jzbsa
历史最高水平	lszpe
错过了一个亿	cglyu
翻了个底朝天	flgt
忠臣不事二主	zcbzi
忧劳可以兴国	ylkg
这也是为什么	zysmoai
大行不顾细谨	dhbjeu
怎么也没想到	zmydu
相对原子质量	xdyle
相对分子质量	xdfl
关了灯都一样	gldy
怎么可以这样	zmkyu
敢越雷池一步	gylba
好玩不过嫂子	hwbz
敢问路在何方	gwlf
因病医治无效	ybyxi
尽显屌丝之态	jxdt
五十六个民族	wslze
屁股决定立场	pgjc
自我感觉良好	zwgh
数字信号处理	szxloo
直接经济损失	zjjse
胳膊肘往外拐	gbzgu
简约而不简单	jyvd
茫然不知所措	mrbc
坚持就是胜利	jcjli
计划经济体制	jhjzo
七届二中全会	qjvh
胳膊肘向外拐	gbzguu
自我保护意识	zwbsu
怕不是个傻子	pbsz
文字编辑软件	wzbjoo
好男不和女斗	hnbd
好男不跟女斗	hnbda
怕什么来什么	psmm
盘古开天辟地	pgkd
镍氢充电电池	nqcc
贫富两极分化	pflh
镍镉充电电池	ngcc
思念是一种病	snsb
这就是为什么	zjsmoo
一马不备双鞍	ymbv
镜中花水中月	jzhy
思想政治工作	sxzzi
斐波那契数列	fbnli
思想道德修养	sxdyi
节操碎了一地	jcsde
断了线的珠子	dlxzo
二者不可得兼	vzbje
斯里巴加湾市	slbse
这是不可能的	zsbdoi
这是为什么呢	zswn
思想道德建设	sxdsi
这是什么情况	zssko
这是什么意思	zssso
这是什么操作	zsszo
这是怎么搞得	zszdoia
这是怎么搞的	zszdoia
新奥尔良烤翅	xvvc
这是病得治	zsbzo
太平洋没加盖	tpyg
急人民之所急	jrmj
高标准严要求	gbzq
新建文本文档	xjwd
贱人就是矫情	jrjq
这样一个问题	zyytoe
性格决定命运	xgjy
新疆乌鲁木齐	xjwqo
一语道破天机	yydjeo
新白娘子传奇	xbnq
这样就可以了	zyjloei
公道自在人心	gdzx
这样真的好吗	zyzm
事实并非如此	ssbce
新鸳鸯蝴蝶梦	xyymo
山代有人才出	sdyc
表示压力很大	bsydee
表示毫无压力	bshl
表示鸭梨很大	bsydeee
认真你就输了	rznl
怪不好意思的	gbhd
这话我没法接	zhwj
公平公正公开	gpgk
门不当户不对	mbddo
蚊子腿也是肉	wztr
百闻不如一试	bwbs
百般无奈之下	bbwxe
百益而无一害	byvh
买的没卖的精	mdmj
岂不是美滋滋	qbszie
